,comment,rating
4542,hàng rất đẹp không có gì để chê không biết thời gian sau thì sao nhưng bây giờ thì rất tốt,1
4545,mua cai thi bi gay cai con lai cai vay cũng giao duoc lua hang ky truoc khi giao hang chu cửa hàng,0
4550,hàng cửa hàng giao rất đẹp và nhanh tuy nhiên sản phẩm không phải bằng đồng mà sơn màu đồng thôi có thể cửa hàng giao hàng bằng đồng hoặc không sơn màu như thế để uống rượu thật đỡ độc hơn chúc cửa hàng mua may bán đắt hàng nhé,1
4553,ly giống hình đơn mình mua là ly nhỏ,1
4554,cũng đẹp mắt,1
4558,thấy đẹp lắm mấy chân ly hơi nhọn rất độc và lạ có sao cho liền,1
4563,ly đẹp đã kiểm tra và thử nước không bị nứt vỡ cho sao,1
4564,ly đẹp lắm ạ nhỏ dễ thương,1
4569,tốt nhận được hàng tốt,1
4570,sản phẩm chất lượng phù hợp với giá thành,1
4575,sản phẩm đẹp như mô tả mua được lúc sale tuyệt cú mèo lúc nhận có một bị lỗi tuy nhiên sau phản hồi có ngày nhận ngay sản phẩm mới không mất phí gì cả cửa hàng làm ăn uy tín có tâm chúc cửa hàng luôn phát triển nha cảm ơn vì sự quan tâm tận tình của cửa hàng,1
4578,sản phẩm kiểu dáng đúng mô tả nhưng là kim loại sơn giả đồng không có thông tin gì về vấn đề có ảnh hưởng sức khỏe người dùng hay không,-1
4582,hài lòng đóng gói cẩn thận gởi hàng nhanh,1
4585,đẹp đóng gói cẩn thận,1
4587,tuyệt vời nha,1
4597,với giá tiền thì hợp lý chất liệu chưa đăng ký đẹp lắm cho cửa hàng,1
4599,hàng đẹp đóng góp gọn nói chung là cửa hàng có tâm sẽ tiếp tục ủng hộ,1
4606,không sản phẩm tốt giao hàng nhanh có thể dùng để uống rịu vang dalat được nói chung không,1
4608,giao hàng đúng như quảng cáo có điều hơi chậm,1
4610,cai nai noi thiet lam xấu quá de chung con duoc noi dem uống rU chắc ngộ doc chet luon,-1
4611,cửa hàng bán không có tâm sản phẩm bị gãy mất một chân vậy mà cũng giao hàng được cửa hàng tồi quá,-1
4618,chỉ để trưng bày không phải đồng mà là hợp kim nhôm phun màu đồng nên dùng uống sẽ hại sk,-1
4631,chiều nay tôi đã nhận hàng vận chuyển sau khi thanh toán và nhận hàng về nhà tôi lấy hàng ra thì trong ly đặt mua trong đó có chiếc gãy chân tôi thực sự thất vọng với cách bán hàng không trọng chữ tín của các bạn,-1
4636,sản phẩm tot giao hangnhanh nhận vien giao hang vui ve,1
4639,nồi gang xài rất thích mẫu mã đẹp chắc chắn cửa hàng giao tiếp rất tốt với khách hàng tặng cửa hàng sao luôn chị em nên dùng hàng của cửa hàng này nhé,1
4640,nồi tốt đấy đóng hàng cẩn thận tặng cửa hàng sao luôn,1
4643,nho nhu cai chen chỉ dung duoc cho nguoi nhâm,-1
4644,giảm giá nhưng thực ra giá đã giảm cũng bằng giá mua ngoài clg phù hợp giá,1
4645,nồi hơi nhỏ chị muốn đổi cái lớn hơn được không cửa hàng,1
4651,mình mua suất cai mà nhận được có cái lần sau mong cửa hàng kiểm tra kỷ trước khi giao độ dính của móc thù tốt,1
4653,dán chắc ghê cho sao,1
4657,cửa hàng oi cửa hàng bán hàng thì phải có tâm tí chứ moc dán tường mà dán lên rớt xuống thì làm sao treo được đo ha cửa hàng khách hàng bỏ tiền mua mà về phải vứt thùng rác,-1
4675,rat buon moc dan không dinh dan vo lai rot,0
4678,tốt chấp nhận được treo vật gì nặng tất nhiên rớt cái bụp,1
4679,móc không có keo phía sau hả cửa hàng,1
4684,chưa sài được bao lâu không bít chắn chắn không dán lên tường để quá giờ mới dám móc này kia lên,1
4687,móc dính xong rớt liền luôn,1
4689,mới thử dán vào tường gạch men thì thấy chắc chắn lắm,1
4694,móc dán chịu lực tạm được,0
4697,dan không dinh toan rot,-1
4698,có cái dán cái không,-1
4700,quá rẻ quá tiện lợi dán dính rất chắc,1
4707,cảm ơn cửa hàng và chị shiper,1
4710,hàng chat luong tot,1
4713,cho cửa hàng sao,1
4715,lần hai đặt hàng giao đủ móc còn mới,1
4718,không có dính chắc dán rớt cái rồi,0
4720,tốt dùng tốt,1
4722,bên trong có sản phẩm bị cong chắc do đóng hàng bị đè lên hàng ổn,0
4727,mong mánh quá không đựng đc canh đổ chảy tùm lum hết hà,-1
4735,bình đẹp nha mnG,1
4742,sản phẩm bị bẩn dơ,-1
4749,bình giống y hình đẹp,0
4750,hàng như hình rất tốt,1
4754,mình nói thiệt không biết b có kiểm tra hàng trước khi dóng rối hây không nhưng mình có nhờ b kiểm tra hàng dum mình trước khi dóng rối nhug hu thì tốt còn nắp thì b hu hiet cái,1
4757,hai long san pham đẹp y hinh gia re thôi gian giao hang nhanh cửa hàng dong goi can than chu cửa hàng de thuong than thien ban hang có tam cho cửa hàng mọi nguoi mua hang ung ho cửa hàng nha máy ảnh on cửa hàng va máy ảnh on lazada,1
4758,bình đẹp giao nhanh đóng gói cẩn thận nhưng đây không phải bình giữ nhiệt,1
4763,bình dỏm bị vỡ nhìu cửa hàng tệ,-1
4768,được cái vỏ đẹp thủy tinh mỏng quá mới đổ tí nước nóng vào đã nức chảy nước ra vứt rồi,-1
4769,sản phẩm như hình rất thích cho cửa hàng sao nè,1
4777,hàng như hình,1
4780,cũng giống hình như không bk có giữ nhiệt được không nữa,1
4783,bình đẹp y hình màu sắc tươi mát đóng gói cẩn thận,1
4784,đẹp như giao bị nứt và nge mùi nhựa không thể nào làm hết mùi,0
4792,không giữ được nhiet chỉ như bình bình thường thôi,1
4796,màu sắc đẹp vỏ bình bằng nhựa cứng chứ không phả silicon như mô tả,-1
4797,bình đẹp giữ nhiệt cũng tạm đc,1
4807,dao tốt vừa tay bén nhưng hơi nhẹ,1
4813,không tot lam dao bi me,-1
4817,sản phẩm chất lương,1
4821,hang tốt nhưng nhan viên sop hàng không mang sip mà cho địa chỉ ngươi mua phải tìm đến nhà nhân vien sip đe lay hang,1
4826,sản phẩm trong đẹp,1
4831,đẹp đóng gói cẩn thận có bạn nói mỏng mà mình thấy thủy tinh trong đẹp mà,1
4834,thủy tinh trong suốt rất đẹp nhiều bạn bè hỏi mua ở đâu,1
4840,bình dẹp vừa tay hơi mỏng,1
4842,hơi mỏng manh xíu,1
4845,hàng đẹp giao hàng nhanh,1
4851,sắt sơn không đúng màu,-1
4852,tưởng đâu giao màu đen ai dè giao màu trắng còn bị tróc sơn,0
4867,sản phẩm nhận đưowc đúng với hình xài ổn nhưng có nhiều chỗ sau khi rửa để ráo thì bị gỉ sét mọi người mua thì chú ý điểm nay,1
4869,dung y nhu hinh van chuyen nhanh hai long,1
4883,sản phẩm tạm đuôi hở và cũ,0
4890,hàng đẹp y hình cửa hàng nhiệt tình sản phẩm có vấn đề đổi trả nhanh chóng rất hài lòng,1
4891,cửa hàng gửi hàng gì vậy đặt mẫu này mà gửi mẫu khác zậy,1
4892,minh chua su dung nen chua biết the nao,1
4900,quá tệ hàng hôi nhựa vỏ trầy nắp không ăn khớp,-1
4907,bình ở trong bị vỡ,0
4912,không giữ được nhiệt,0
4914,hàng kém chất lượng không ung ho cửa hàng star,1
4916,tàm tạm,0
4917,không tot,1
4919,không giong trong hinh,0
4923,bình y hjh giao nhanh tốt,1
4925,neu bo da vo thi có hoi nuoc ben ngoai nen không giu lanh tot duoc,-1
4935,hàng giao nhanh đúng như mô tả chất lượng tốt,1
4936,đẹp gỗ tốt hàng chất lượng đẹp lịch sự,1
4940,đẹp hàng như hình chất lượng,1
4945,nồi hơi mỏng so với giá thì tốt nhưng nắp nồi cm nhỏ hơn so với nồi đậy không khớp,0
4951,đã nhận hàng sản phẩm đúng mô tả chưa sử dụng nhưng nhìn đáy nồi cũng tốt,1
4954,hơi mỏng vung xOng không khít,0
4958,rất tuyệt vời,1
4967,khuyên bà con nên dùng chai nước thuỷ tinh tốt cho sức khỏe dùng chai nhưa lâu ngày sẽ gây ung thư nhé,1
4974,hàng y hình đẹp,1
4977,hàng đúng theo mẫu,1
4978,hàng về nhìn cũng đc nắp thì hơi khác với quảng cáo tí,1
4991,nên mua cái này chị em ạ mua về làm nhanh hẳn,1
4995,gửi đúng sản phẩm cám ơn cửa hàng,1
4996,hàng ổn lắm,1
4997,hàng đóng gói không đẹp nhưng cẩn thận tốt rất vừa ý,1
4998,chưa nhận được hàng mà shiPer báo giáo hàng rồi là sao cửa hàng mong cửa hàng và lazada coi lại chứ mình chưa hề nhận gì hết mong được cửa hàng trả lời,1
4999,mình nhận được hàng tốt thích lắm có nồi nhỏ để kho hoặc nấu canh cũng đc nồi đẹp cảm ơn sh nhìu,1
5004,noi be ngoai thi day nhưng dai noi qua mong,-1
5011,noi day đẹp,1
5013,giao sản phẩm bị mốc nè cửa hàng,-1
5014,bị mốc,0
5017,sản phẩm đúng như mô tả,1
5019,tốt,1
5021,mình rất ưng ý sản phẩm sẽ ủng hộ lần sau cửa hàng phục vụ rất nhiệt tình và chu đáo đặt ngày trước ngày sau có hàng liền nhân viên dai hàng cũng dễ thương cám ơn cửa hàng cám ơn laZađa,1
5031,mình đặt mua trưa này tiếng sau đã giao hàng chất lượng tốt em giao hàng thân thiện,1
5033,chảo ngon quá đẹp cho sao vì đóng gói quá nhiều mút xốp gay ô nhiễm môi trường,0
5036,hàng tốt đúng như mô tả,1
5037,sản phẩm gì giao bi móp không hài lòng chút xíu nào,1
5038,tốt sài được,1
5042,tuyet voi,1
5044,sản phẩm như hình,1
5047,đặt màu vàng thì giao hàng màu xanh còn laI tốt,1
5050,tốt mua thêm nữa,1
5051,bình lỗi nên giá rẻ xài cũng tốt,1
5058,chiếc bình thứ rất tốt,1
5059,đóng gói kĩ lưỡng giao hàng nhanh,1
5060,bình tốt đẹp không vấn đề gì nhé,1
5067,không hài lòng về sản phẩm này,-1
5072,stiL tốt,1
5073,cửa hàng lừa đảo đặt cái nồi cái chảo cái ấm giao cái chảo lấy hơn không mặc dù đã canh mua để miễn phí vận chuyển,-1
5074,nồi kích thước hơi nhỏ,1
5079,kích cỡ sản phẩm cm là ở đáy nồi còn miệng nồi thì nhỏ hơn nồi thon chứ không thẳng từ đáy đến miệng,1
5081,gửi sản phẩm bị lỗi không kiểm tra trước khi gửi à thùng thì nhàu nát miệng vành nồi bị chém mấy nhát nhìn phát gứm,-1
5082,chưa xài đã bị lũng tệ,-1
5085,san phan chua sài nhu cung duoc,1
5087,cửa hàng dễ thương sử lý nhanh sản phẩm tốt cảm ơn cửa hàng,1
5088,bán hang không xuất hóa đơn cho khách hàng chắc là buôn bán hàng lậu rồi,-1
5091,may mắn mua đúng dịp giảm giá dùng hơn năm thấy rất,1
5092,nhìn đẹp có lẽ tốt giao đúng hẹn và đóng gói cẩn thận,1
5093,không xuất hóa đơn,-1
5095,bộ nồi chị mua để tăng không giờ mà giao cho chị móp méo thùng nồi rách móp không tặng đc buồn quá,0
5097,hàng mua về tốt rất đẹp,1
5099,hàng bình thường có vài vết xước hợp giá tiền,1
5101,sản phẩm đẹp re hon cOpmart d nhưng chat luong dung roi mọi biEt,1
5102,không đẹp như trong hình,0
5103,sản phẩm tốt đóng gói kỹ,1
5108,không để ý kỹ khi mua không phải cm mà cm,0
5109,giao hàng nhanh chất lượng tốt,1
5111,đẹp nhung quai máy ảnh bi mong tru mot sao,1
5113,hàng đóng gói cẩn thận giao hàng đúng hẹn nhưng khi xem hàng có cái không ưng là phần nhôm của tai nồi bị méo và nó cũng không phải dày dặn lắm,0
5121,kệ y hình nói chung là đc,1
5122,như đồ chơi rất õng ẹo chắc bỏ đi kong dùng đc,1
5124,dùng tốt trong mức giá kích thước các ngăn trên hơi nhỏ biết sắp xếp mới tận dụng được,1
5129,tốt san pham cũng de gan,1
5130,đẹp tốt,1
5133,bằng nhựa hơi yếu nếu bằng inox thì tốt,-1
5138,tôi rất hài lòng cho cửa hàng sao,1
5140,hàng rất đẹp,1
5146,hàng thì đep nhưng vận chuyển bị bể không xai được,1
5155,ly đẹp dễ thương set đồng bộ giữ đá rất lâu,1
5157,sản phẩm rất đẹp giữ nhiệt rất tốt cửa hàng tư vấn nhiệt tình rất đáng để mua,1
5159,đúng màu đúng túi mình sẽ ủng hộ cửa hàng,1
5171,mài rất bén quá tốt,1
5178,xài tốt lắm mình mua một cái xài thử rồi máy mài sắt lắm tốt lắm giờ mình mua thêm hai cái cảm ơn cửa hàng nhé,1
5181,tạm ổn,0
5183,quá tot,1
5188,hơi ngắn dùng cho trẻ em hợp hơn,1
5189,đủa đẹp giốnh hình,1
5194,cảm quan đũa bóng đẹp chắt tay mà mua rồi mới giật mình không biết có phải hàng trung quốc hay không xem trên vỏ hộp thì không có tiếng anh xem mô tả sản phẩm cũng không thấy nói rõ cửa hàng có thể cho biết sản phẩm này xuất xứ từ đâu không,1
5195,giao hàng không giống như hình,-1
5196,tốt,1
5199,tốt giống hình,1
5212,yêu cầu ghi chú size kích cỡ của đũa để người mua biết chính xác là loại đũa ngắn hay đũa dài,-1
5214,không như mô tả,-1
5218,giả mẹ vàng thôi tô màu vàng chứ không phải vàng không nha các bác,1
5222,sản phẩm gần như hình nhưng mình có cảm giác đũa khá giòn phù hợp với mức giá,1
5224,đẹp giao hàng nhanh,1
5233,sản phẩm nhìn tốt lắm nhưng mình chưa sử dụng vì thấy kim xăm không phải bằng inox,1
5234,chưa dùng nên không biết,1
5236,giao hàng nhanh đóng gói đẹp kỹ đánh gia cửa hàng sao,1
5246,giao hàng không giống như hình bộ hộp mà có tới hộp size nhỏ nhất này giống như xả hàng tồn trá hình không thể chấp nhận kiểu làm ăn như vậy dối trá,-1
5248,hộp nhỏ quá,0
5249,sản phẩm chính hãng nên có thông tin kích thước sản phẩm vì thực tế nhìn rất nhỏ so với trong hình,1
5251,sản phẩm tốt,1
5252,sản phẩm dùng tốt,1
5254,sản phẩm okay nhưng size nhỏ,1
5256,sản phẩm thi tot nhưng thuc te rat nho không nhu hinh mo ta máy ảnh thay không hai long,-1
5260,giao lộn hàng,0
5269,khuôn nhỏ hơi nhỏ lọt lòng in ra bánh chỉ kích thước x cm kích cỡ này không thể làm được bánh g,0
5272,khuôn dễ sử dụng,1
5273,khuôn rõ nét chất nhựa dày dặn,1
5276,sản phẩm tốt rất chất lượng đẹp tốt hơn mong đợi cho sao hihi,1
5281,nấu bị trót sơn phía trong,-1
5283,chất lượng quá kém lấy mấy hôm tróc hết chống dính,-1
5290,hàng không giống hình,1
5302,nắp dở quá bỏ vào tủ lạnh bị vênh hết,-1
5303,hộp nhựa cứng tuy nhiên nắp nhựa mùi rất khó chịu mình nghĩ mùi như vậy chắc không tốt cho sức khỏe cho lắm người mua nên cân nhắc,-1
5304,hang rat te,-1
5305,chất lượng quá tệ không đậy nắp được,-1
5315,nắp không đậy đc,-1
5317,giao hàng mình nhận sản phẩm đã bể cái những cái lớn không đóng kín nắp đc,-1
5318,bị bể ở trong trừ sao,0
5333,đáng tiền,1
5334,hàng chất giá rất tốt hợp túi tiền,1
5341,chai nước đẹp và rẻ đóng gói cẩn thận chai thì có chai thiếu cái miếng ron để gắn vô bình không cho chảy nước nhưng cũng không sao vì có miếng ron gắn vô cũng không khớp nó rớt ra hoài,1
5352,sản phẩm tốt giá mềm bao gói kĩ,1
5356,tốt nhe cửa hàng lan thu mua mua luôn combo,1
5358,sản phẩm đẹp y hình cảm ơn cửa hàng nhận vien nhiệt tinh cho sao luon ạ,1
5360,hàng giao đúng y như hình rất chuẩn đẹp lắm,1
5363,binh đẹp,1
5364,đẹp,1
5368,sản phẩm làm quá mỏng không an toàn cho người sử dụng dễ gây đứt tay nên chọn loại inox dầy hơn,-1
5369,tốt xài tốt lắm y như hình,1
5370,tạm được,1
5381,bình không giữ đc nhiệt cho nc nóng vào thì toát hết ra ngoài nóng cả bình chỉ để đựng nc bình thường thì đc,-1
5391,tốt đúng hình đúng màu mình thích,1
5410,lấy về rất thích sản phẩm dầy đúng như mô tả inox đẹp,1
5411,chưa lắp sự dụng nhưng thấy nặng và chắt chắn,1
5413,giá cũng cao hơn giá chợ mà chất lượng không ăn thua cân khối lượng trung bình thì được chứ ít hoặc nhiều sai số kinh luôn nhơn hòa giờ làm hàng đồ chơi thôi còn thua xa hàng thái với hàng tàu hjc,-1
5415,giao hàng chuẩn xài tốt,1
5418,tôi rất hài lòng sản phẩm nhỏ gọn tiện dụng giao hàng nhanh,1
5419,giao hàng nhanh nhưng cân không chính xác lắm tuy nhiên với mức giá như vậy là tốt rồi,1
5423,mẹ mình thích,0
5431,cho sao nhỏ gọn tiện lợi,0
5435,cân treo mini là loại cân áng chừng giúp mình sử dụng ước lượng được khối lượng hàng cần mua cân treo bỏ túi có vạch chia và số hiển thị được in bằng kỹ thuật cao rõ nét,1
5442,sài tot,1
5444,tuyệt vời,1
5446,dat mau xanh lai giao mau máy ảnh nhưng không sao sản phẩm tot,1
5448,gia vua pham san pham dung tot,1
5453,phần nhựa chưa đẹp tổng thể chấp nhận được,0
5456,tốt,0
5460,giấy rất tốt dùng rất được lần sau sẽ ủng hộ cửa hàng,1
5464,like,1
5465,sản phẩm chất lượng tốt,1
5469,hàng chất lượng rất ưng,1
5471,sản phẩm đẹp,1
5477,hàng tốt giá cả hợp lý cảm ơn,1
5481,tô đẹp,1
5486,trông như bị sóc lọ nhiều lần xong rồi mới đóng gói bán v,1
5492,hàng kém chất lượng bảo hành chỉ có tháng trong vòng tháng đã hỏng khô g dùng được pin đi kèm là pin kém chất lượng sau tháng màn hình không hiển thị chữ số tjay pin mới vào thị ok nhưng bị loạn không trở về số cân bị nhiễu không chính xác giờ,-1
5493,cân đẹp,1
5494,cục pin chảy nước,0
5501,rất tiện lợi vì có thể tái chế sử dụng được,1
5504,mới nhận hàng đóng gói cẩn thận chưa xài khìi nào xài nhận xét thêm,1
5509,giúp khủ mùi cho tủ lạnh tốt chất lượng,1
5512,tiện lợi vì có chất làm sạch khử mùi tốt,1
5518,hàng rất đẹp hàng lòng,1
5525,mẫu mã đẹp gọn so với tầm giá,1
5526,cũng dược,1
5527,đẹp,1
5532,phần inox tốt đẹp phần nhựa chưa được đẹp nhưng giá ấy là quá tốt,1
5535,tốt tốt tuyệt vời binh giu lanh tot nóng không được,1
5545,đóng gói tốt giao hàng nhanh hàng đúng mẫu inox mỏng nhưng to loại này thì quai yếu nên tốt hơn là mua túi giữ nhiệt,1
5547,dat binh nay dua binh khac,-1
5561,bình rất tốt sài êm,1
5562,bình không giữ nhiệt có đổi được không vậy bạn,1
5563,hàng rất tốt tốt,1
5564,mới sử dụng tạm hài lòng,1
5567,dùng rat là tốt,1
5573,chán bị đứt dây quai,1
5574,bình thì rốt chỉ có điều bị đứt dây quai chán nên thôi không mua nửa,0
5580,bình đẹp tốt,1
5583,hàng tốt chất lượng đáng mua cảm ơn sop nhé chúc sop năm mới phát tài phát lộc,1
5590,dao tuyệt mình mua liền chiếc,1
5593,nhin hình thi thay lớn nhưng nhận hang thi như do choi cua tre con phan gan vào ngan tu lanh thi không chac chan noi chung la that vong,-1
5595,xài được nhưng chỉ để đồ nhẹ nặng sẽ bị xệ xuống không hiệu quả,1
5597,hàng giao bị bể lien hệ thế nào để đổi lam ăn vậy sao tui dam đặt hàng nữa,-1
5609,chất liệu tốt nhưng kẹp khung hơi yếu chỉ để được đồ nhẹ,0
5610,nho kep vo không chac de không duoc do nang,-1
5629,bơm nước vô bình chảy ra như mưa đáy bình không khít cửa hàng tệ quá,1
5634,đẹp dễ thương cửa hàng tâm lý,1
5635,dùng được nhưng bị đổ rỉ nước nhiều,0
5639,không giữ nhiet được chỉ de dung nuoc uong bình thường thôi,1
5641,tôi chọn màu xanh mà sao giao màu tím,0
5649,chua duoc ngay đã bị bể,0
5654,binh thuy tinh sao mak mui nhua không vay cửa hàng nhỷ,1
5664,đẹp không chê đâu đăng ký,1
5666,hàng tốt nhưng chưa xài không biết làm sao,1
5670,ly giao thiếu phụ kiện cửa hàng đổ lỗi cho khâu đóng gói hy vọng lần sau sẽ tốt hơn hàng giống mẫu,1
5672,ly bị trầy mà kug giao cho khách được nữa mong cửa hàng kt lại sản phẩm trước khi giao hàng,-1
5680,hàng tốt nhưng không đúng mẫu cửa hàng ạ,1
5683,tốt,1
5689,sợ giao khác màu so với đặt hàng túi đựng cũng khác màu của ly chất lượng so cũng tốt,1
5693,tốt nên mua cửa hàng này,1
5699,giao hàng không đúng mẫu,1
5700,hàng đúng mẫu giao hàng nhanh,1
5701,giao hàng nhanh sản phẩm tốt,1
5708,tốt lam lun,1
5714,túi dễ thương lắm,-1
5715,xuất xắc luôn,1
5716,cái đều màu vàng nâu không thích lắm tuy nhiên giống hình không hôi mùi nhựa,1
5717,thiếu sản phẩm,-1
5722,đẹp nhỏ nhắn,1
5723,sản phẩm tốt đẹp giao hàng khá nhanh điểm trừ lá đóng gói quá sơ sài khi nhận đc hàng thì sản phẩm bị móp méo quá nhiều sản phẩm chất liệu nhôm mà bị móp méo bẻ lại thì rất dễ gãy,-1
5724,mới nhận được hàng trưa nay chất liệu thì có thể tốt còn chất lượng thời gian sử dụng mới đánh giá được nhưng giao sản phẩm không giống mẫu đã đặt đã vậy đóng gói hơi lỏng lẻo nên bị điểm trừ vì cửa hàng chưa uy tín tạm chấp nhận và chỉ có thể tạm cho thôi hi vọng cửa hàng nên uy tín để hài lòng lượng khách hàng của mình,0
5725,luc dau chon mua ma quen chon mau thich nhắn tin nha ban hang cho den khi nhận được hag ln con chua xem tn nữa hoi bực nhưng khi nhận hag mau cũng đc lay luon xai thay rat tốt cho sao,1
5726,giao hàng không đúng màu đặt hàng một đàng giao hàng một nẻo khi giao hàng không cho kiểm hàng hỏi nhân viên giao hàng cách thức đổi trả phức tạp quá nên thôi chán,-1
5732,tôi rất hài lòng với sản phẩm và nhà bán hàng,1
5734,đẹp hơn tôi nghĩ giá cả tốt ai thấy cũng khen,1
5735,hang đẹp san pham dong goi chac chan,1
5744,đẹp dể thương rất thích,1
5752,tôI nhận xét khi mua hàng như sau nhân viên tư vấn nhiệt tình giao hàng nhanh chóng nhân viên giao hàng tốt sản phẩm đóng gói cẩn thận sạch đẹp sang trọng sản phẩm đúng mô tả trên lazada nên ghi chú máy hút được bọc nhám có khuyến mãi thêm bọc đầy đủ máy hút mạnh mối hàn chắc chắn không bung ra về độ bền sẽ phản hồi sau này nhé,1
5753,mình nhận hàng rồi nhé cửa hàng chất lượng đúng như quảng cáo mình mua tìm hiểu rất kĩ và nhiều người bình luận tốt lên mua sản phẩm quá tốt mình sẽ giới thiệu người quen ủng hộ cửa hàng nhiều,1
5754,sản phẩm quá tuyệt vời đúng như quảng cáo cảm ơn cửa hàng nhé mình mua rất nhiều nơi nhưng sản phẩm rất kém cửa hàng tư vấn nhiệt tình nhanh chóng đóng gói cẩn thận khi bọc túi khí có phiếu bảo hành trong đó có luôn cả số tư vấn bảo hành mình rất tin cửa hàng sẽ nhiều sản phẩm tốt cho những người cần cho cửa hàng nhé,1
5756,tốt lắm cửa hàng ơi cảm ươn cửa hàng vì đã tư vấn sản phẩm nhiệt tình chú đáo giao hàng nhanh cửa hàng uy giao hàng nhanh sản phẩm chất lượng sẽ giới thiệu cho người quen ủng hộ cửa hàng,1
5763,lâu lắm mới mới nhận hàng ga nhìn rất đẹp tốt mk rất hài lòng cửa hàng làm việc rất uy tín tư vấn tận tình mà còn miễn phí vận chuyển nữa còn gì tuyệt vời hơn khi mua hàng bên cửa hàng các bạn yên tâm khi mua hàng bên cửa hàng này nhé sản phẩm chất lượng giá thành tốt chính sách bảo hành rất tốt đc sản phẩm tốt đến vậy tốt tốt,1
5765,qua vài ngày ử dụng thì tôi có đánh giá sản phẩm chất lượng đúng với giá tiền đóng gói rất cẩn thận giao hàng lại cực kì nhanh chống và tư vấn khách hàng cách nhiệt tình không nói gì thêm nữa cho sao và ủng hộ cửa hàng nhiều hơn,1
5771,tuyệt vờI mình dã nhận hàng bạn ak giao hàng rất nhanh phụC vụ chu dáo chất lượng rất tốt cảm on cửa hàng ak mọi nguười ak yên tâm mua hàng ở cửa hàng này nhé chất lượng rất tốt em mua lần rồi rất tốt hài lòng với cách phục vụ,1
5776,sản phẩm chất lượng lần thứ mua của cửa hàng rồi rất ưng ý đây là nhận xét riêng của mk đã qua kiểm chứng chất lượng thực tế vì mình đã mua hang ở cửa hàng này và tin tưởng cửa hàng này rất nhiều các bạn yên tâm nhé,1
5785,máy xài đc đúng như mẫu sản phẩm đã đăng độ bền thì thời gian mới biết đc nhưng mình mua thêm túi nhám cửa hàng bán đắc quá túi không mà túi chỉ có cở x nhỏ hơn túi tặng kèm theo là x và cộng thêm tiền vận chuyển nữa lên gần không thấy bên tiki bán giá thấp hơn nhiều,0
5789,hàng đóng rất chỉ là cẩn thận nên vận chuyển cũng không hề bị móp méo hay xầy xước gì anh giao hàng nhiệt tình gọi lần đầu mình không có nhà vậy mà vẫn hẹn lại hôm sau giao rất thích cách làm việc của cửa hàng còn sản phẩm mình mới kiểm tra thử qua thì tạm thời tốt chờ xem được bền không thôi,1
5798,sản phẩm tốt nhưng phí vận chuyển hơi cao,1
5804,chỉ ơi em đặt mua nồi hấp tang cm mà sao lai giao lộn em cái này vậy mong chị giải quyết cho em nhé cám ơn,1
5811,đáy nồi bị lõm,1
5813,nồi mõng chưa sử dụng chưa bít thế nào,1
5815,mẫu đẹp những muỗng và dĩa rất khó ăn cho bé ăn rất khó,-1
5825,nhà bán hàng rất chuyên nghiệp cảm ơn bạn tôi sẽ luôn đồng hành cùng bạn cảm ơn,1
5826,có cai dao ma noi cai mao luc that vong,1
5827,sản phẩm giống mô tả nhưng không vừa ý cho lắm vì có cảm giác chất lượng không được tốt vì quá mỏng tuy nhiên thì tiền nào của nấy thôi,1
5829,sản phẩm tốt,1
5830,hàng rất tốt,1
5844,cán dao hơi mỏng,1
5849,thấy cũng được nhưng không được bén lắm,1
5850,dao hơi nhỏ nhưng đẹp thích hợp để sắc hơn là chặt,1
5851,dao dùng tốt chỉ có điều hơi nhỏ so với hình,1
5853,tiền nào của nấy,0
5857,hàng tốt,1
5871,san pham tot,1
5872,sài đước thôi chu không bén lam,0
5877,cửa hàng phục vụ chu đáo đặt hàng xong nhận được siêu nhanh chất lượng túi tốt mình dùng để lọc trà thái lá trà nhỏ vậy mà không bị lọt ra ngoài sẽ lại ủng hộ tiếp,1
5878,giao hàng nhanh gói cẩn thận kèm thêm một tờ giấy viết tay nhắn gửi rất dễ thương sẽ tiếp tục mua lần tới góp ý nhỏ mong chủ cửa hàng chụp hình rõ hơn từng túi lọc trên nền tối màu để nhìn cho rõ nhìn hình chỉ thấy nguyên một cục nên đặt hàng mà cứ run không biết có đúng loại không d may quá đúng loại mình cần chúc cửa hàng làm ăn phát đạt,1
5889,hơi dày,1
5890,chưa kịp dùng đã vỡ tan,1
5895,tốt rẻ,1
5902,rất hài lòng quá tốt,1
5903,sản phẩm giống mô tả,1
5907,xài được mà nhựa yếu quá rất sợ bể phải làm bằng inox thì tuyệt vời nhựa yếu quá chắc sử dụng được vài tháng,1
5909,mong manh dễ vỡ không có cảm giác chắc chắn chỉ mong dùng được vài ba tháng,0
5911,khó sử dụng,-1
5912,sao lazada dạo này không cho kiểm hàng trước khi nhận à mua online mà không cho kiểm thì ai mua,1
5915,ban quay nen thiet ke to hon hop duoc da quay nen xấu hon mot chut,0
5917,sài cũng được rẻ,1
5918,hàng kém chất lượng,-1
5920,máy khó xay khi bỏ đá vào rất tốn thời gian để đậy được cái nắp trên để xay đá,-1
5932,mẫu mã chất lượng tuyệt vời nên mua,1
5941,giao hàng khá nhanh đẹp với giữ nhiệt lâu sẽ ủng hộ cửa hàng lâu dài,1
5947,có mùi hơi hôi nhưng không sao rất đẹp ạ,1
